,Year,Month,Day,Mean Temp (C),Total Rain (mm),Total Snow (mm),Total Precip (mm),Winter,Summer,Spring,Fall
1228,2015,6,28,14.0,14.0,0.0,14.0,0.0,1.0,0.0,0.0
1240,2015,6,16,21.0,24.0,0.0,24.0,0.0,1.0,0.0,0.0
2583,2011,11,1,6.6,96.4,16.0,98.0,0.0,0.0,0.0,1.0
1868,1971,8,1,18.8,126.0,0.0,126.0,0.0,1.0,0.0,0.0
50,2017,1,12,3.0,10.0,0.0,10.0,1.0,0.0,0.0,0.0
1727,2016,8,7,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
140,2014,1,15,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1940,2017,9,22,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
71,2016,1,22,-7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2371,1984,10,1,10.3,26.1,0.0,26.1,0.0,0.0,0.0,1.0
1743,2015,8,22,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1710,2016,8,24,24.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2002,2015,9,20,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1004,2015,5,25,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1167,2017,6,29,21.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0
958,2017,5,9,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2772,2014,12,10,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1113,1960,5,1,13.6,116.8,0.0,116.8,0.0,0.0,1.0,0.0
665,1951,3,1,0.3,78.0,196.0,97.5,0.0,0.0,1.0,0.0
1843,1996,8,1,20.7,48.2,0.0,48.2,0.0,1.0,0.0,0.0
2098,1996,9,1,16.5,166.2,0.0,166.2,0.0,0.0,0.0,1.0
1540,2013,7,26,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
547,2015,3,25,1.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0
63,2016,1,30,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1100,1973,5,1,10.9,87.9,0.0,87.9,0.0,0.0,1.0,0.0
750,2016,4,19,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1883,1956,8,1,19.5,124.7,0.0,124.7,0.0,1.0,0.0,0.0
2694,2016,12,26,3.0,20.0,0.0,20.0,1.0,0.0,0.0,0.0
2350,2005,10,1,11.1,47.4,0.0,47.4,0.0,0.0,0.0,1.0
483,2017,3,27,11.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
1421,2017,7,21,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
436,1949,2,1,-3.6,49.8,262.0,75.9,1.0,0.0,0.0,0.0
553,2015,3,19,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
833,2009,4,1,7.8,129.6,38.0,133.6,0.0,0.0,1.0,0.0
491,2017,3,19,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
700,2018,4,9,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1104,1969,5,1,11.2,75.4,0.0,75.4,0.0,0.0,1.0,0.0
1379,1938,6,1,17.3,42.2,0.0,42.2,0.0,1.0,0.0,0.0
489,2017,3,21,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1072,2001,5,1,14.8,92.2,0.0,92.2,0.0,0.0,1.0,0.0
2286,2014,10,26,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2737,2015,12,14,9.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0
2629,1965,11,1,2.7,76.5,48.0,81.0,0.0,0.0,0.0,1.0
684,2018,4,25,8.0,19.0,0.0,19.0,0.0,0.0,1.0,0.0
265,2017,2,22,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1616,1962,7,1,19.8,90.7,0.0,90.7,0.0,1.0,0.0,0.0
2122,1972,9,1,15.4,84.1,0.0,84.1,0.0,0.0,0.0,1.0
2382,1973,10,1,10.7,124.7,0.0,124.7,0.0,0.0,0.0,1.0
2369,1986,10,1,8.7,54.8,0.0,54.8,0.0,0.0,0.0,1.0
2384,1971,10,1,12.6,37.6,0.0,37.6,0.0,0.0,0.0,1.0
2335,2013,10,8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2149,1945,9,1,15.9,128.8,0.0,128.8,0.0,0.0,0.0,1.0
1276,2014,6,10,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1044,2014,5,16,9.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0
1976,2016,9,16,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2738,2015,12,13,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
902,1940,4,1,4.1,45.5,53.0,50.8,0.0,0.0,1.0,0.0
2074,2013,9,8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
621,1995,3,1,1.9,43.2,80.0,50.8,0.0,0.0,1.0,0.0
2578,2013,11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,2018,1,2,-11.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0
810,2014,4,19,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1827,2012,8,1,21.6,52.4,0.0,52.4,0.0,1.0,0.0,0.0
2087,2007,9,1,18.4,28.6,0.0,28.6,0.0,0.0,0.0,1.0
2290,2014,10,22,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1395,2018,7,16,27.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0
2373,1982,10,1,9.7,43.5,0.0,43.5,0.0,0.0,0.0,1.0
127,2014,1,28,-16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1380,2018,7,31,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1351,1966,6,1,17.8,72.6,0.0,72.6,0.0,1.0,0.0,0.0
1694,2017,8,9,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
302,2016,2,14,-17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1606,1972,7,1,19.8,34.5,0.0,34.5,0.0,1.0,0.0,0.0
1871,1968,8,1,18.7,163.6,0.0,163.6,0.0,1.0,0.0,0.0
2670,2017,12,19,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1859,1980,8,1,21.3,37.3,0.0,37.3,0.0,1.0,0.0,0.0
1498,2015,7,6,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
390,1995,2,1,-7.3,8.8,146.0,20.8,1.0,0.0,0.0,0.0
1265,2014,6,21,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2563,2013,11,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1621,1957,7,1,21.1,11.4,0.0,11.4,0.0,1.0,0.0,0.0
652,1964,3,1,-0.8,46.0,429.0,87.1,0.0,0.0,1.0,0.0
1479,2015,7,25,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
179,1989,1,1,-2.2,18.8,112.0,25.9,1.0,0.0,0.0,0.0
310,2016,2,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2849,1976,12,1,-7.5,12.7,384.0,36.1,1.0,0.0,0.0,0.0
1565,2013,7,1,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2611,1983,11,1,3.3,78.9,119.0,89.1,0.0,0.0,0.0,1.0
2526,2014,11,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2066,2013,9,16,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2387,1968,10,1,10.1,41.1,0.0,41.1,0.0,0.0,0.0,1.0
359,2014,2,13,-9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1430,2017,7,12,23.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
524,2016,3,17,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1934,2017,9,28,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
722,2017,4,17,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1673,2017,8,30,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2163,2018,10,25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
965,2017,5,2,9.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1772,2014,8,24,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1203,2016,6,23,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2425,2018,11,7,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2450,2017,11,12,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1567,2011,7,1,24.4,32.4,0.0,32.4,0.0,1.0,0.0,0.0
463,2018,3,16,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
670,1946,3,1,5.2,28.4,0.0,28.4,0.0,0.0,1.0,0.0
40,2017,1,22,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
702,2018,4,7,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18,2018,1,13,-14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1839,2000,8,1,20.6,38.0,0.0,38.0,0.0,1.0,0.0,0.0
1054,2014,5,6,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2726,2015,12,25,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
208,1960,1,1,-5.1,33.5,345.0,68.1,1.0,0.0,0.0,0.0
233,2018,2,26,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2023,2014,9,29,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2132,1962,9,1,14.5,131.8,0.0,131.8,0.0,0.0,0.0,1.0
257,2018,2,2,-13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2327,2013,10,16,16.0,14.0,0.0,14.0,0.0,0.0,0.0,1.0
1369,1948,6,1,17.9,80.5,0.0,80.5,0.0,1.0,0.0,0.0
2088,2006,9,1,15.7,77.6,0.0,77.6,0.0,0.0,0.0,1.0
763,2016,4,6,2.0,6.0,30.0,9.0,0.0,0.0,1.0,0.0
712,2017,4,27,17.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0
2869,1956,12,1,-1.2,40.6,259.0,66.5,1.0,0.0,0.0,0.0
1538,2013,7,28,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
674,1942,3,1,1.4,94.0,231.0,117.1,0.0,0.0,1.0,0.0
804,2014,4,25,7.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0
1328,1989,6,1,18.4,94.7,0.0,94.7,0.0,1.0,0.0,0.0
2553,2013,11,29,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
947,2017,5,20,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2366,1989,10,1,9.8,76.0,0.0,76.2,0.0,0.0,0.0,1.0
200,1968,1,1,-8.8,41.4,500.0,82.0,1.0,0.0,0.0,0.0
120,2015,1,4,-1.0,6.0,0.0,7.0,1.0,0.0,0.0,0.0
360,2014,2,12,-14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
728,2017,4,11,14.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
1941,2017,9,21,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2205,2017,10,14,16.0,9.0,0.0,9.0,0.0,0.0,0.0,1.0
2844,1981,12,1,-2.9,9.0,208.0,34.0,1.0,0.0,0.0,0.0
2008,2015,9,14,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1294,2013,6,22,22.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0
950,2017,5,17,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
534,2016,3,7,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
167,2001,1,1,-4.1,21.0,108.0,31.2,1.0,0.0,0.0,0.0
2270,2015,10,11,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1267,2014,6,19,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1572,2006,7,1,23.4,105.2,0.0,105.2,0.0,1.0,0.0,0.0
10,2018,1,21,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
790,2015,4,9,5.0,11.0,0.0,11.0,0.0,0.0,1.0,0.0
1494,2015,7,10,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2876,1949,12,1,-1.5,72.4,124.0,84.8,1.0,0.0,0.0,0.0
2489,2016,11,3,10.0,22.0,0.0,22.0,0.0,0.0,0.0,1.0
2143,1951,9,1,15.5,41.7,0.0,41.7,0.0,0.0,0.0,1.0
584,2014,3,19,3.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0
1215,2016,6,11,22.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0
70,2016,1,23,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2406,1949,10,1,11.8,67.8,0.0,67.8,0.0,0.0,0.0,1.0
467,2018,3,12,-2.0,0.0,60.0,3.0,0.0,0.0,1.0,0.0
1465,2016,7,8,25.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
532,2016,3,9,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2036,2014,9,16,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2861,1964,12,1,-3.3,33.8,254.0,52.6,1.0,0.0,0.0,0.0
2706,2016,12,14,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
405,1980,2,1,-7.8,6.0,138.0,16.1,1.0,0.0,0.0,0.0
482,2017,3,28,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
298,2016,2,18,-10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2491,2016,11,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,2017,1,31,-4.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0
1683,2017,8,20,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2275,2015,10,6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
79,2016,1,14,-5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2245,2016,10,5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2381,1974,10,1,7.1,24.1,0.0,24.1,0.0,0.0,0.0,1.0
636,1980,3,1,-2.0,54.1,294.0,82.8,0.0,0.0,1.0,0.0
551,2015,3,21,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
1552,2013,7,14,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1549,2013,7,17,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1048,2014,5,12,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
771,2015,4,28,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1052,2014,5,8,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2805,2013,12,8,-5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
556,2015,3,16,6.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
93,2015,1,31,-10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
454,2018,3,25,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1734,2015,8,31,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1365,1952,6,1,19.1,29.0,0.0,29.0,0.0,1.0,0.0,0.0
1188,2017,6,8,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2424,2018,11,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1938,2017,9,24,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2586,2008,11,1,2.9,69.9,131.0,79.8,0.0,0.0,0.0,1.0
361,2014,2,11,-14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2884,1941,12,1,-1.5,24.9,163.0,41.1,1.0,0.0,0.0,0.0
736,2017,4,3,9.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0
1388,2018,7,23,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
293,2016,2,23,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2693,2016,12,27,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2591,2003,11,1,4.7,135.2,64.0,141.2,0.0,0.0,0.0,1.0
100,2015,1,24,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
844,1998,4,1,8.6,57.2,0.0,57.2,0.0,0.0,1.0,0.0
1660,2018,8,12,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1900,1939,8,1,21.7,51.6,0.0,51.6,0.0,1.0,0.0,0.0
920,2018,5,16,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
441,1944,2,1,-6.0,5.8,574.0,63.2,1.0,0.0,0.0,0.0
2413,1942,10,1,9.5,56.4,0.0,56.4,0.0,0.0,0.0,1.0
1109,1964,5,1,13.8,41.4,0.0,41.4,0.0,0.0,1.0,0.0
2617,1977,11,1,4.0,77.9,66.0,85.9,0.0,0.0,0.0,1.0
2601,1993,11,1,3.1,61.4,38.0,65.2,0.0,0.0,0.0,1.0
2535,2014,11,17,-3.0,0.0,60.0,6.0,0.0,0.0,0.0,1.0
2778,2014,12,4,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2160,2018,10,28,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2328,2013,10,15,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1487,2015,7,17,19.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0
1463,2016,7,10,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2492,2015,11,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
779,2015,4,20,11.0,19.0,0.0,19.0,0.0,0.0,1.0,0.0
2880,1945,12,1,-6.1,28.7,130.0,41.7,1.0,0.0,0.0,0.0
2166,2018,10,22,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88,2016,1,5,-9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
984,2016,5,14,8.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0
1506,2014,7,29,17.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1825,2013,8,2,20.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0
1482,2015,7,22,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2228,2016,10,22,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1434,2017,7,8,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2789,2013,12,24,-12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1997,2015,9,25,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
663,1953,3,1,1.2,66.8,3.0,67.1,0.0,0.0,1.0,0.0
381,2004,2,1,-3.8,5.4,172.0,20.8,1.0,0.0,0.0,0.0
781,2015,4,18,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
978,2016,5,20,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2520,2015,11,2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
596,2014,3,7,-6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1296,2013,6,20,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2448,2017,11,14,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2100,1994,9,1,15.9,51.4,0.0,51.4,0.0,0.0,0.0,1.0
1879,1960,8,1,20.4,39.6,0.0,39.6,0.0,1.0,0.0,0.0
1847,1992,8,1,17.9,154.4,0.0,154.4,0.0,1.0,0.0,0.0
2184,2018,10,4,15.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0
1002,2015,5,27,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1281,2014,6,5,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1174,2017,6,22,19.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0
1585,1993,7,1,21.7,87.7,0.0,87.7,0.0,1.0,0.0,0.0
2410,1945,10,1,8.4,56.4,8.0,57.2,0.0,0.0,0.0,1.0
363,2014,2,9,-12.0,0.0,30.0,2.0,1.0,0.0,0.0,0.0
1093,1980,5,1,13.8,48.7,0.0,48.7,0.0,0.0,1.0,0.0
460,2018,3,19,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
649,1967,3,1,-2.5,3.3,231.0,21.1,0.0,0.0,1.0,0.0
403,1982,2,1,-7.6,1.8,272.0,28.3,1.0,0.0,0.0,0.0
1545,2013,7,21,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1000,2015,5,29,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2679,2017,12,10,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1289,2013,6,27,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2451,2017,11,11,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2544,2014,11,8,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1474,2015,7,30,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1688,2017,8,15,22.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1331,1986,6,1,16.4,67.4,0.0,67.4,0.0,1.0,0.0,0.0
504,2017,3,6,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1803,2013,8,24,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
618,1998,3,1,2.1,72.4,280.0,98.4,0.0,0.0,1.0,0.0
2136,1958,9,1,16.6,78.5,0.0,78.5,0.0,0.0,0.0,1.0
1387,2018,7,24,26.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0
2060,2013,9,22,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1944,2017,9,18,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2435,2017,11,27,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2732,2015,12,19,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1911,2018,9,21,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
260,2017,2,27,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
173,1995,1,1,-3.1,110.0,246.0,133.3,1.0,0.0,0.0,0.0
2261,2015,10,20,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1912,2018,9,20,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1304,2013,6,1,16.5,62.4,0.0,62.4,0.0,1.0,0.0,0.0
2490,2016,11,2,15.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0
2257,2015,10,24,12.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0
2227,2016,10,23,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1657,2018,8,15,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
492,2017,3,18,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1832,2007,8,1,22.4,20.8,0.0,20.8,0.0,1.0,0.0,0.0
2224,2016,10,26,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
791,2015,4,8,3.0,18.0,0.0,18.0,0.0,0.0,1.0,0.0
1423,2017,7,19,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
122,2015,1,2,-4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
937,2017,5,30,18.0,10.0,0.0,10.0,0.0,0.0,1.0,0.0
2108,1986,9,1,14.7,212.3,0.0,212.3,0.0,0.0,0.0,1.0
735,2017,4,4,8.0,12.0,0.0,12.0,0.0,0.0,1.0,0.0
1583,1995,7,1,21.9,55.4,0.0,55.4,0.0,1.0,0.0,0.0
2623,1971,11,1,2.6,19.3,165.0,35.1,0.0,0.0,0.0,1.0
794,2015,4,5,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1219,2016,6,7,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1168,2017,6,28,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2315,2013,10,28,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2075,2013,9,7,18.0,18.0,0.0,18.0,0.0,0.0,0.0,1.0
626,1990,3,1,0.7,24.7,44.0,28.7,0.0,0.0,1.0,0.0
185,1983,1,1,-4.1,21.5,130.0,33.7,1.0,0.0,0.0,0.0
1427,2017,7,15,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1078,1995,5,1,13.3,87.0,0.0,87.0,0.0,0.0,1.0,0.0
2277,2015,10,4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1523,2014,7,12,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
170,1998,1,1,-2.2,72.8,240.0,97.2,1.0,0.0,0.0,0.0
157,2011,1,1,-7.0,11.4,438.0,42.0,1.0,0.0,0.0,0.0
960,2017,5,7,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1924,2018,9,8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2222,2016,10,28,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1477,2015,7,27,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
274,2017,2,13,-4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1201,2016,6,25,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2102,1992,9,1,14.7,98.4,0.0,98.4,0.0,0.0,0.0,1.0
2211,2017,10,8,21.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2344,2011,10,1,10.5,119.2,0.0,119.2,0.0,0.0,0.0,1.0
114,2015,1,10,-13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1173,2017,6,23,21.0,36.0,0.0,36.0,0.0,1.0,0.0,0.0
590,2014,3,13,-12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1643,2018,8,29,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
452,2018,3,27,5.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0
1245,2015,6,11,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2557,2013,11,25,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
187,1981,1,1,-10.2,0.0,148.0,11.9,1.0,0.0,0.0,0.0
109,2015,1,15,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
592,2014,3,11,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1781,2014,8,15,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1031,2014,5,29,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1319,1998,6,1,18.9,80.5,0.0,80.5,0.0,1.0,0.0,0.0
1277,2014,6,9,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
350,2014,2,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
139,2014,1,16,-3.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0
1611,1967,7,1,18.9,65.0,0.0,65.0,0.0,1.0,0.0,0.0
2370,1985,10,1,9.4,52.3,0.0,52.3,0.0,0.0,0.0,1.0
42,2017,1,20,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
805,2014,4,24,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
540,2016,3,1,-9.0,0.0,90.0,10.0,0.0,0.0,1.0,0.0
2529,2014,11,23,7.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
2013,2015,9,9,21.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0
2476,2016,11,16,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2249,2016,10,1,14.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
